BirdLife,eBird,Incu1,Incu2,Fldg1,Fldg2,Incu_Sex
Chloris spinoides,Chloris spinoides,13,14,13,14,
Chloris monguilloti,Chloris monguilloti,,,,,
Chloris ambigua,Chloris ambigua,,,,,
Rhodospiza obsoleta,Rhodospiza obsoleta,12,15,13,14,F
Rhynchostruthus socotranus,Rhynchostruthus socotranus,,,,,
Rhynchostruthus percivali,Rhynchostruthus percivali,,,,,
Rhynchostruthus louisae,Rhynchostruthus louisae,,,,,
Linurgus olivaceus,Linurgus olivaceus,,,,,
Crithagra rufobrunnea,Crithagra rufobrunnea,,,,,
Crithagra concolor,Crithagra concolor,,,,,
Crithagra citrinelloides,Crithagra citrinelloides,12,13,15,,F
Crithagra frontalis,Crithagra frontalis,,,,,
Crithagra hyposticta,Crithagra hyposticta,,,,,
Crithagra capistrata,Crithagra capistrata,,,,,
Crithagra koliensis,Crithagra koliensis,,,,,
Crithagra scotops,Crithagra scotops,14,14,15,19,F
Crithagra leucopygia,Crithagra leucopygia,12,12,16,16,
Crithagra atrogularis,Crithagra atrogularis,12,13,15,17,F
Crithagra xanthopygia,Crithagra xanthopygia,,,,,
Crithagra reichenowi,Crithagra reichenowi,,,,,
Crithagra rothschildi,Crithagra rothschildi,,,13,14,F
Crithagra flavigula,Crithagra flavigula,,,,,
Crithagra xantholaema,Crithagra xantholaema,,,,,
Crithagra citrinipectus,Crithagra citrinipectus,12,14,14,16,F
Crithagra mozambica,Crithagra mozambica,13,14,16,24,F
Crithagra dorsostriata,Crithagra dorsostriata,,,,,F
Crithagra ankoberensis,Crithagra ankoberensis,,,,,
Crithagra menachensis,Crithagra menachensis,,,,,
Crithagra totta,Crithagra totta,16,17,20,,F
Crithagra symonsi,Crithagra symonsi,17,19,,,F
Crithagra donaldsoni,Crithagra donaldsoni,,,,,
Crithagra buchanani,Crithagra buchanani,,,,,
Crithagra flaviventris,Crithagra flaviventris,12,14,14,19,F
Crithagra sulphurata,Crithagra sulphurata,12,14,14,21,F
Crithagra striatipectus,Crithagra striatipectus,,,,,
Crithagra reichardi,Crithagra reichardi,,,,,
Crithagra gularis,Crithagra gularis,12.5,15,17,18,F
Crithagra canicapilla,Crithagra canicapilla,,,,,
Crithagra mennelli,Crithagra mennelli,13,,18,,F
Crithagra tristriata,Crithagra tristriata,,,,,
Crithagra albogularis,Crithagra albogularis,14,18,15,19,F
Crithagra burtoni,Crithagra burtoni,,,,,B
Crithagra striolata,Crithagra striolata,12,12,14,17,F
,Crithagra whytii,,,,,
Crithagra melanochroa,Crithagra melanochroa,,,,,
Crithagra leucoptera,Crithagra leucoptera,17,17,14,14,
Linaria flavirostris,Linaria flavirostris,12,13,12,13,F
Linaria cannabina,Linaria cannabina,11,13,10,14,F
Linaria yemenensis,Linaria yemenensis,,,,,F
Linaria johannis,Linaria johannis,,,,,
Acanthis flammea,Acanthis flammea,10,12,9,16,F
Loxia pytyopsittacus,Loxia pytyopsittacus,14,16,21,23,F
Loxia scotica,Loxia scotica,13,15,17,25,F
Loxia curvirostra,Loxia curvirostra,12,16,15,35,F
,Loxia sinesciuris,12,16,15,25,F
Loxia leucoptera,Loxia leucoptera,14,16,18,22,F
Loxia megaplaga,Loxia megaplaga,13,,,,F
Chrysocorythus estherae,Chrysocorythus estherae,,,,,
Chrysocorythus mindanensis,Chrysocorythus mindanensis,,,,,
Carduelis carduelis,Carduelis carduelis,10,14,13,18,F
Carduelis caniceps,Carduelis caniceps,13,13,13,14,F
Carduelis citrinella,Carduelis citrinella,13,14,15,21,F
Carduelis corsicana,Carduelis corsicana,,,,,
Serinus pusillus,Serinus pusillus,11,16,14,16,F
Serinus serinus,Serinus serinus,12,13,15,18,F
Serinus syriacus,Serinus syriacus,12,14,14,16,
Serinus canaria,Serinus canaria,13,14,15,17,F
Serinus canicollis,Serinus canicollis,12,14,15,18,F
Serinus flavivertex,Serinus flavivertex,,,,,
Serinus nigriceps,Serinus nigriceps,14,14,17,18,
Serinus alario,Serinus alario,13,14,20,21,F
Spinus thibetanus,Spinus thibetanus,,,,,
Spinus lawrencei,Spinus lawrencei,12,13,13,14,F
Spinus tristis,Spinus tristis,12,14,11,17,F
Spinus psaltria,Spinus psaltria,12,15,11,15,F
Spinus spinus,Spinus spinus,12,13,13,15,F
Spinus dominicensis,Spinus dominicensis,,,,,
Spinus pinus,Spinus pinus,13,13,13,17,F
Spinus atriceps,Spinus atriceps,,,,,
Spinus notatus,Spinus notatus,,,,,
Spinus barbatus,Spinus barbatus,,,,,
Spinus xanthogastrus,Spinus xanthogastrus,,,,,
Spinus olivaceus,Spinus olivaceus,,,,,
Spinus magellanicus,Spinus magellanicus,13,,,,F
Spinus siemiradzkii,Spinus siemiradzkii,,,,,
Spinus yarrellii,Spinus yarrellii,13,,,,
Spinus cucullatus,Spinus cucullatus,11,13,14,16,F
Spinus atratus,Spinus atratus,,,,,
Spinus uropygialis,Spinus uropygialis,,,,,
Spinus crassirostris,Spinus crassirostris,,,,,
Spinus spinescens,Spinus spinescens,,,,,
Euphonia elegantissima,Chlorophonia elegantissima,,,,,
Euphonia musica,Chlorophonia musica,,,,,
Euphonia sclateri,Chlorophonia sclateri,,,,,
Euphonia flavifrons,Chlorophonia flavifrons,,,,,
Euphonia cyanocephala,Chlorophonia cyanocephala,,,,,
Chlorophonia cyanea,Chlorophonia cyanea,17,,,,
Chlorophonia pyrrhophrys,Chlorophonia pyrrhophrys,,,,,
Chlorophonia flavirostris,Chlorophonia flavirostris,,,,,
Chlorophonia occipitalis,Chlorophonia occipitalis,15,15,21,21,
Chlorophonia callophrys,Chlorophonia callophrys,,,23,25,F
Euphonia jamaica,Euphonia jamaica,,,,,
Euphonia saturata,Euphonia saturata,,,,,
Euphonia plumbea,Euphonia plumbea,,,,,
Euphonia chlorotica,Euphonia chlorotica,15,,,,F
Euphonia finschi,Euphonia finschi,,,,,
Euphonia concinna,Euphonia concinna,,,,,
Euphonia trinitatis,Euphonia trinitatis,,,,,F
,Euphonia godmani,,,,,
Euphonia affinis,Euphonia affinis,14,,,,F
Euphonia luteicapilla,Euphonia luteicapilla,13,14,22,24,F
Euphonia chrysopasta,Euphonia chrysopasta,,,,,
Euphonia minuta,Euphonia minuta,,,,,
Euphonia chalybea,Euphonia chalybea,,,,,
Euphonia violacea,Euphonia violacea,15,,21,21,F
Euphonia hirundinacea,Euphonia hirundinacea,14,66,18,20,F
Euphonia laniirostris,Euphonia laniirostris,14,16,18,21,
Euphonia imitans,Euphonia imitans,18,,,,F
Euphonia gouldi,Euphonia gouldi,,,,,
Euphonia fulvicrissa,Euphonia fulvicrissa,,,,,
Euphonia anneae,Euphonia anneae,,,,,
Euphonia xanthogaster,Euphonia xanthogaster,,,,,
Euphonia mesochrysa,Euphonia mesochrysa,,,,,
Euphonia cayennensis,Euphonia cayennensis,,,,,F
Euphonia rufiventris,Euphonia rufiventris,,,,,
Euphonia pectoralis,Euphonia pectoralis,15,,,,
Rhynchophanes mccownii,Rhynchophanes mccownii,12,12,7,11,F
Calcarius lapponicus,Calcarius lapponicus,10.5,13,6,10,F
Calcarius pictus,Calcarius pictus,11,13.8,7,9,F
Calcarius ornatus,Calcarius ornatus,7,15,7,15,F
Plectrophenax nivalis,Plectrophenax nivalis,10,15.5,13,13,F
Plectrophenax hyperboreus,Plectrophenax hyperboreus,,,,,B
Rhodinocichla rosea,Rhodinocichla rosea,,,,,B
Emberiza lathami,Emberiza lathami,,,,,F
Emberiza siemsseni,Emberiza siemsseni,,,,,
Emberiza calandra,Emberiza calandra,12,14,9,13,F
Emberiza citrinella,Emberiza citrinella,12,14,11,13,F
Emberiza leucocephalos,Emberiza leucocephalos,13,13,10,12,F
Emberiza cia,Emberiza cia,13,15,9,13,F
Emberiza godlewskii,Emberiza godlewskii,13,14,10,14,
Emberiza cioides,Emberiza cioides,11,11,11,11,
Emberiza stewarti,Emberiza stewarti,11,14,8,9,F
Emberiza jankowskii,Emberiza jankowskii,11,14,10,13,F
Emberiza buchanani,Emberiza buchanani,,,,,F
Emberiza cineracea,Emberiza cineracea,13,13,12,12,F
Emberiza hortulana,Emberiza hortulana,11,12,12,13,F
Emberiza caesia,Emberiza caesia,12,14,12,13,F
Emberiza cirlus,Emberiza cirlus,12,13,11,13,F
Emberiza striolata,Emberiza striolata,12,14,12,14,F
Emberiza sahari,Emberiza sahari,,,17,19,
Emberiza impetuani,Emberiza impetuani,11,13,12,14,F
Emberiza tahapisi,Emberiza tahapisi,12,14,13,16,F
Emberiza goslingi,Emberiza goslingi,12,12,12,15,F
Emberiza socotrana,Emberiza socotrana,,,,,F
Emberiza capensis,Emberiza capensis,13,15,10,18,
Emberiza tristrami,Emberiza tristrami,12,14,,,F
Emberiza fucata,Emberiza fucata,12,,,,
Emberiza pusilla,Emberiza pusilla,11,12,9,13,B
Emberiza chrysophrys,Emberiza chrysophrys,11,12,,,B
Emberiza rustica,Emberiza rustica,11,13,7,10,B
Emberiza elegans,Emberiza elegans,12,14,11,12,F
Emberiza aureola,Emberiza aureola,11,14,7,14,B
Emberiza poliopleura,Emberiza poliopleura,12,12,16,18,
Emberiza flaviventris,Emberiza flaviventris,12,13,12,17,F
Emberiza affinis,Emberiza affinis,12,12,14,17,
Emberiza cabanisi,Emberiza cabanisi,12,14,16,,F
Emberiza rutila,Emberiza rutila,,,,,
Emberiza koslowi,Emberiza koslowi,,,,,
Emberiza melanocephala,Emberiza melanocephala,10,16,14,16,F
Emberiza bruniceps,Emberiza bruniceps,10,14,12,13,F
Emberiza sulphurata,Emberiza sulphurata,,,,,
Emberiza spodocephala,Emberiza spodocephala,13,14,9,14,B
Emberiza personata,Emberiza personata,13,14,9,14,B
Emberiza variabilis,Emberiza variabilis,12,,11,,B
Emberiza pallasi,Emberiza pallasi,11,11,10,12,F
Emberiza yessoensis,Emberiza yessoensis,12,14,10,13,F
Emberiza schoeniclus,Emberiza schoeniclus,12,15,9,12,B
Oreothraupis arremonops,Oreothraupis arremonops,,,,,
Chlorospingus flavigularis,Chlorospingus flavigularis,16,18,14,,F
Chlorospingus hypophaeus,,,,,,
Chlorospingus parvirostris,Chlorospingus parvirostris,,,,,
Chlorospingus canigularis,Chlorospingus canigularis,,,,,
Chlorospingus pileatus,Chlorospingus pileatus,,,,,
Chlorospingus flavopectus,Chlorospingus flavopectus,14,,13,14,F
Chlorospingus tacarcunae,Chlorospingus tacarcunae,,,,,
Chlorospingus inornatus,Chlorospingus inornatus,,,,,
Chlorospingus semifuscus,Chlorospingus semifuscus,,,,,
Rhynchospiza stolzmanni,Rhynchospiza stolzmanni,,,,,
Rhynchospiza dabbenei,Rhynchospiza dabbenei,,,,,
Rhynchospiza strigiceps,Rhynchospiza strigiceps,,,,,
Peucaea carpalis,Peucaea carpalis,11,12,7,10,F
Peucaea sumichrasti,Peucaea sumichrasti,,,,,
Peucaea ruficauda,Peucaea ruficauda,,,,,
Peucaea humeralis,Peucaea humeralis,,,,,
Peucaea mystacalis,Peucaea mystacalis,,,,,
Peucaea botterii,Peucaea botterii,12,,10,,F
Peucaea cassinii,Peucaea cassinii,9,11,7,9,F
Peucaea aestivalis,Peucaea aestivalis,12,14,9,10,F
Ammodramus savannarum,Ammodramus savannarum,11,13,6,9,F
Ammodramus humeralis,Ammodramus humeralis,,,,,
Ammodramus aurifrons,Ammodramus aurifrons,,,,,
Arremonops rufivirgatus,Arremonops rufivirgatus,,,,,F
Arremonops chloronotus,Arremonops chloronotus,,,,,
Arremonops conirostris,Arremonops conirostris,13,14,11,12,F
Arremonops tocuyensis,Arremonops tocuyensis,,,,,
Amphispiza quinquestriata,Amphispizopsis quinquestriata,12,13,9,10,F
Amphispiza bilineata,Amphispiza bilineata,12,13,9.5,,F
Chondestes grammacus,Chondestes grammacus,11,12,11,12,F
Calamospiza melanocorys,Calamospiza melanocorys,10,12,8,9,F
Spizella passerina,Spizella passerina,7,15,8,12,F
Spizella pallida,Spizella pallida,10,14,7,9,F
Spizella atrogularis,Spizella atrogularis,12,14,10,13,F
Spizella pusilla,Spizella pusilla,10,17,7,8,F
Spizella breweri,Spizella breweri,10,12,6,9,F
Spizella wortheni,Spizella wortheni,,,,,
Arremon basilicus,Arremon basilicus,,,,,
Arremon perijanus,Arremon perijanus,,,,,
Arremon costaricensis,Arremon costaricensis,15,15,12,12,F
Arremon atricapillus,Arremon atricapillus,,,,,
Arremon phaeopleurus,Arremon phaeopleurus,,,,,
Arremon phygas,Arremon phygas,,,,,
Arremon assimilis,Arremon assimilis,,,,,
Arremon torquatus,Arremon torquatus,15.8,,12.8,,F
Arremon aurantiirostris,Arremon aurantiirostris,,,,,
Arremon abeillei,Arremon abeillei,,,,,
Arremon nigriceps,Arremon nigriceps,,,,,
Arremon schlegeli,Arremon schlegeli,,,,,
Arremon axillaris,,,,,,
Arremon taciturnus,Arremon taciturnus,15,,,,F
Arremon franciscanus,Arremon franciscanus,,,,,
Arremon semitorquatus,Arremon semitorquatus,,,,,
Arremon dorbignii,Arremon dorbignii,15.3,,12.2,15,F
Arremon flavirostris,Arremon flavirostris,,,,,
Arremon virenticeps,Arremon virenticeps,,,,,
Arremon brunneinucha,Arremon brunneinucha,14,,13,,F
Arremon crassirostris,Arremon crassirostris,,,,,
Arremon castaneiceps,Arremon castaneiceps,14,,18,20,
Passerella unalaschcensis,,12,14,9,10.5,F
Passerella schistacea,,12,14,9,10.5,F
Passerella megarhyncha,,12,14,9,10.5,F
Passerella iliaca,Passerella iliaca,12,14,9,10.5,F
Passerella arborea,Spizelloides arborea,10.5,13.5,8,10,F
Junco vulcani,Junco vulcani,,,,,
Junco insularis,Junco insularis,,,,,
Junco hyemalis,Junco hyemalis,11,13,9,12,F
Junco phaeonotus,Junco phaeonotus,12,15,10,13,F
Junco bairdi,Junco bairdi,,,,,
Zonotrichia capensis,Zonotrichia capensis,13,14,16,22,
Zonotrichia leucophrys,Zonotrichia leucophrys,10.9,13.4,8.5,10,F
Zonotrichia atricapilla,Zonotrichia atricapilla,11,12.5,9.5,10.5,F
Zonotrichia querula,Zonotrichia querula,12,15,8.5,10.1,F
Zonotrichia albicollis,Zonotrichia albicollis,11,14,7,12,F
Artemisiospiza nevadensis,Artemisiospiza nevadensis,10,16,9,10,F
Artemisiospiza belli,Artemisiospiza belli,12,14,9,10,F
Oriturus superciliosus,Oriturus superciliosus,13,14,,,F
Pooecetes gramineus,Pooecetes gramineus,11,14,7,14,F
Ammospiza leconteii,Ammospiza leconteii,13,,,,
Ammospiza maritima,Ammospiza maritima,12,12.4,8,11,F
Ammospiza nelsoni,Ammospiza nelsoni,,,8,11,F
Ammospiza caudacuta,Ammospiza caudacuta,11,12,9,10,F
Passerculus bairdii,Centronyx bairdii,11,12,8,11,F
Passerculus henslowii,Centronyx henslowii,10,12,9.1,,F
Passerculus sandwichensis,Passerculus sandwichensis,9,16,7,13,F
Passerculus guttatus,,,,7,9,F
Passerculus sanctorum,,,,7,9,F
Passerculus rostratus,,,,7,9,F
Xenospiza baileyi,Xenospiza baileyi,15,16,9,12,F
Melospiza melodia,Melospiza melodia,12,15,8,15,F
Melospiza lincolnii,Melospiza lincolnii,10,13,9,11,F
Melospiza georgiana,Melospiza georgiana,12,14,9,11,F
Pezopetes capitalis,Pezopetes capitalis,,,,,
Torreornis inexpectata,Torreornis inexpectata,,,,,
Melozone kieneri,Melozone kieneri,,,,,
Melozone fusca,Melozone fusca,,,,,F
Melozone albicollis,Melozone albicollis,,,,,
Melozone aberti,Melozone aberti,14,,12,13,F
Melozone crissalis,Melozone crissalis,11,14,6,11,F
Melozone leucotis,Melozone leucotis,,,,,F
Melozone occipitalis,,,,,,
Melozone biarcuata,Melozone biarcuata,,,,,
Melozone cabanisi,Melozone cabanisi,,,,,
Aimophila rufescens,Aimophila rufescens,,,,,
Aimophila ruficeps,Aimophila ruficeps,11,13,8,9,F
Aimophila notosticta,Aimophila notosticta,,,,,
Pipilo chlorurus,Pipilo chlorurus,11,13,11,14,F
Pipilo maculatus,Pipilo maculatus,12,14,9,11,F
Pipilo socorroensis,,,,,,
Pipilo erythrophthalmus,Pipilo erythrophthalmus,12,13,,,F
Pipilo naufragus,Pipilo naufragus,,,,,
Pipilo ocai,Pipilo ocai,,,,,
Atlapetes pileatus,Atlapetes pileatus,,,,,
Atlapetes albinucha,Atlapetes albinucha,,,,,
Pselliophorus tibialis,Atlapetes tibialis,,,12,,
Pselliophorus luteoviridis,Atlapetes luteoviridis,,,,,
Atlapetes albofrenatus,Atlapetes albofrenatus,,,,,
Atlapetes meridae,,,,,,
Atlapetes personatus,Atlapetes personatus,,,,,
Atlapetes melanocephalus,Atlapetes melanocephalus,,,,,
Atlapetes semirufus,Atlapetes semirufus,14,15,10.5,,F
Atlapetes flaviceps,Atlapetes flaviceps,,,,,
Atlapetes fuscoolivaceus,Atlapetes fuscoolivaceus,,,,,
Atlapetes leucopis,Atlapetes leucopis,,,,,
Atlapetes albiceps,Atlapetes albiceps,,,,,
Atlapetes rufigenis,Atlapetes rufigenis,,,,,
Atlapetes crassus,Atlapetes crassus,,,,,
Atlapetes tricolor,Atlapetes tricolor,,,,,
Atlapetes schistaceus,Atlapetes schistaceus,,,,,
Atlapetes taczanowskii,Atlapetes taczanowskii,,,,,
Atlapetes pallidinucha,Atlapetes pallidinucha,,,,,
Atlapetes blancae,Atlapetes blancae,,,,,
Atlapetes latinuchus,Atlapetes latinuchus,16,,15,,F
Atlapetes nigrifrons,,,,,,
Atlapetes leucopterus,Atlapetes leucopterus,,,,,
Atlapetes paynteri,,,,,,
Atlapetes pallidiceps,Atlapetes pallidiceps,11,17,10,14,
Atlapetes seebohmi,Atlapetes seebohmi,,,,,
Atlapetes nationi,Atlapetes nationi,,,,,
Atlapetes forbesi,Atlapetes forbesi,,,,,
Atlapetes melanopsis,Atlapetes melanopsis,,,,,
Atlapetes terborghi,Atlapetes terborghi,,,,,
Atlapetes canigenis,Atlapetes canigenis,,,,,
Atlapetes melanolaemus,Atlapetes melanolaemus,14,15,13,14,
Atlapetes rufinucha,Atlapetes rufinucha,,,,,
Atlapetes fulviceps,Atlapetes fulviceps,,,,,
Atlapetes citrinellus,Atlapetes citrinellus,,,,,
Calyptophilus tertius,Calyptophilus tertius,,,,,
Calyptophilus frugivorus,Calyptophilus frugivorus,,,,,
Phaenicophilus palmarum,Phaenicophilus palmarum,10,,10,,
Phaenicophilus poliocephalus,Phaenicophilus poliocephalus,,,,,
Microligea palustris,Microligea palustris,,,,,
Xenoligea montana,Xenoligea montana,,,,,
Nesospingus speculiferus,Nesospingus speculiferus,,,,,
Spindalis zena,Spindalis zena,,,,,
Spindalis dominicensis,Spindalis dominicensis,,,,,
Spindalis portoricensis,Spindalis portoricensis,,,,,
Spindalis nigricephala,Spindalis nigricephala,,,,,
Zeledonia coronata,Zeledonia coronata,,,18,,
Teretistris fernandinae,Teretistris fernandinae,,,,,
Teretistris fornsi,Teretistris fornsi,8,9,10,11,
Icteria virens,Icteria virens,10.7,12.3,7,10,F
Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,12,13,7,14,F
Dolichonyx oryzivorus,Dolichonyx oryzivorus,11,20,9,11,F
Sturnella neglecta,Sturnella neglecta,13,16,10,12,F
Sturnella magna,Sturnella magna,13,14,10,12,F
,Sturnella lilianae,,,,,
Leistes militaris,Leistes militaris,,,,,F
Leistes superciliaris,Leistes superciliaris,,,,,
Leistes bellicosus,Leistes bellicosus,14,,12,,
Leistes loyca,Leistes loyca,,,,,F
Leistes defilippii,Leistes defilippii,,,10,,
Amblycercus holosericeus,Amblycercus holosericeus,,,,,F
Cassiculus melanicterus,Cassiculus melanicterus,,,,,
Psarocolius wagleri,Psarocolius wagleri,17,,,35,F
Psarocolius angustifrons,Psarocolius angustifrons,19,20,30,32,F
Psarocolius oleagineus,,18,19,30,30,F
Psarocolius atrovirens,Psarocolius atrovirens,,,,,
Psarocolius decumanus,Psarocolius decumanus,17,19,28,34,F
Psarocolius viridis,Psarocolius viridis,,,,,F
Psarocolius bifasciatus,Psarocolius bifasciatus,,,,,F
Psarocolius montezuma,Psarocolius montezuma,13.6,17.4,29,42,F
Psarocolius guatimozinus,Psarocolius guatimozinus,,,,,
Psarocolius cassini,Psarocolius cassini,,,,,
Cacicus solitarius,Cacicus solitarius,14,17,18,19,F
Cacicus chrysopterus,Cacicus chrysopterus,14,15,18,19,F
Cacicus koepckeae,Cacicus koepckeae,,,,,
Cacicus sclateri,Cacicus sclateri,,,,,
Cacicus cela,Cacicus cela,13,15,25,,F
Cacicus flavicrissus,,16,16,,,F
Cacicus microrhynchus,,,,,,F
Cacicus pacificus,,,,,,
Cacicus uropygialis,Cacicus uropygialis,,,,,
Cacicus chrysonotus,Cacicus chrysonotus,,,,,
Cacicus latirostris,Cacicus latirostris,,,,,
Cacicus oseryi,Cacicus oseryi,,,,,F
Cacicus haemorrhous,Cacicus haemorrhous,17,18.3,23.4,28,F
Icterus parisorum,Icterus parisorum,11,15,9,15,F
Icterus chrysater,Icterus chrysater,,,,,F
Icterus graduacauda,Icterus graduacauda,,,11,,F
Icterus leucopteryx,Icterus leucopteryx,,,,,F
Icterus auratus,Icterus auratus,,,,,F
Icterus gularis,Icterus gularis,14,,,,F
Icterus nigrogularis,Icterus nigrogularis,,15,,,F
Icterus bullockiorum,Icterus bullockii,11,12,14,14,F
Icterus pustulatus,Icterus pustulatus,12,14,14,14,F
Icterus abeillei,Icterus abeillei,,,,,F
Icterus galbula,Icterus galbula,11,14,12,14,F
Icterus mesomelas,Icterus mesomelas,14,14,12,13,F
Icterus pectoralis,Icterus pectoralis,,,,,F
Icterus graceannae,Icterus graceannae,,,,,F
Icterus jamacaii,Icterus jamacaii,14,,,,F
Icterus icterus,Icterus icterus,,,21,23,F
Icterus croconotus,Icterus croconotus,14,,15,,F
Icterus maculialatus,Icterus maculialatus,,,,,F
Icterus wagleri,Icterus wagleri,,,,,F
Icterus cucullatus,Icterus cucullatus,12,14,14,16,F
Icterus prosthemelas,Icterus prosthemelas,,,,,F
Icterus spurius,Icterus spurius,12,14,11,14,F
Icterus fuertesi,,,,,,F
Icterus melanopsis,Icterus melanopsis,,,,,F
Icterus northropi,Icterus northropi,12,14,12,14,F
Icterus bonana,Icterus bonana,14,,15,15,F
Icterus portoricensis,Icterus portoricensis,,,14,14,F
Icterus oberi,Icterus oberi,13.7,14.1,12.8,16,F
Icterus laudabilis,Icterus laudabilis,,,,,F
Icterus dominicensis,Icterus dominicensis,,,,,F
Icterus auricapillus,Icterus auricapillus,,,,,F
Icterus pyrrhopterus,Icterus pyrrhopterus,14,14,14,15,F
Icterus cayanensis,Icterus cayanensis,,,,,F
Icterus chrysocephalus,,,,,,F
Nesopsar nigerrimus,Nesopsar nigerrimus,13,15,,,F
Agelaius xanthomus,Agelaius xanthomus,12,13,13,16,F
Agelaius humeralis,Agelaius humeralis,,,,,F
Agelaius tricolor,Agelaius tricolor,11,14,9,14,F
Agelaius phoeniceus,Agelaius phoeniceus,11,13,,,F
Agelaius assimilis,Agelaius assimilis,,,,,F
Molothrus rufoaxillaris,Molothrus rufoaxillaris,12,14,12,16,
Molothrus oryzivorus,Molothrus oryzivorus,,,,,
Molothrus bonariensis,Molothrus bonariensis,10,13,12,15,
Molothrus aeneus,Molothrus aeneus,10,12,10,12,
Molothrus armenti,,,,,,
Molothrus ater,Molothrus ater,10,12,10,11,
Dives warczewiczi,Dives warczewiczi,,,12,,
Dives dives,Dives dives,,,,,F
Ptiloxena atroviolacea,Ptiloxena atroviolacea,12,,,,
Euphagus carolinus,Euphagus carolinus,10,13,11,13,F
Euphagus cyanocephalus,Euphagus cyanocephalus,12,13,12,16,F
Quiscalus quiscula,Quiscalus quiscula,11.5,15,10,17,F
Quiscalus nicaraguensis,Quiscalus nicaraguensis,,,,,F
Quiscalus lugubris,Quiscalus lugubris,12,,14,,F
Quiscalus niger,Quiscalus niger,,,23,,
Quiscalus major,Quiscalus major,13.05,,,,F
Quiscalus mexicanus,Quiscalus mexicanus,13,14,12,,F
Quiscalus palustris,Quiscalus palustris,,,,,
