Avibase.ID,Species1_BirdLife,Species2_eBird,Species3_BirdTree
AVIBASE-A6083057,Cinnyris reichenowi,Cinnyris reichenowi,Nectarinia preussi
AVIBASE-D88A2E02,Cinnyris rockefelleri,Cinnyris rockefelleri,Nectarinia rockefelleri
AVIBASE-E3B9A841,Cinnyris rufipennis,Cinnyris rufipennis,Nectarinia rufipennis
AVIBASE-68352820,Cinnyris shelleyi,Cinnyris shelleyi,Nectarinia shelleyi
AVIBASE-AB27B1A6,Cinnyris solaris,Cinnyris solaris,Nectarinia solaris
AVIBASE-D7C2EAB8,Cinnyris sovimanga,Cinnyris sovimanga,Nectarinia sovimanga
AVIBASE-E0C82A32,Cinnyris stuhlmanni,Cinnyris stuhlmanni,Nectarinia stuhlmanni
AVIBASE-7C8BC7CF,Cinnyris superbus,Cinnyris superbus,Nectarinia superba
AVIBASE-8D3818DB,Cinnyris talatala,Cinnyris talatala,Nectarinia talatala
AVIBASE-17DE4B1F,Cinnyris tsavoensis,Cinnyris tsavoensis,Nectarinia tsavoensis
AVIBASE-6781CD7F,Cinnyris ursulae,Cinnyris ursulae,Nectarinia ursulae
AVIBASE-CBA39A29,Cinnyris usambaricus,Cinnyris usambaricus,Nectarinia mediocris
AVIBASE-8E9E45B5,Cinnyris venustus,Cinnyris venustus,Nectarinia venusta
AVIBASE-ED0E14EA,Cinnyris voeltzkowi,Cinnyris notatus,Nectarinia notata
AVIBASE-F4E78AFA,Circaetus beaudouini,Circaetus beaudouini,Circaetus beaudouini
AVIBASE-4327F813,Circaetus cinerascens,Circaetus cinerascens,Circaetus cinerascens
AVIBASE-6904D83F,Circaetus cinereus,Circaetus cinereus,Circaetus cinereus
AVIBASE-9F2839A9,Circaetus fasciolatus,Circaetus fasciolatus,Circaetus fasciolatus
AVIBASE-8372FFBA,Circaetus gallicus,Circaetus gallicus,Circaetus gallicus
AVIBASE-BF553D32,Circaetus pectoralis,Circaetus pectoralis,Circaetus pectoralis
AVIBASE-E2A19474,Circus aeruginosus,Circus aeruginosus,Circus aeruginosus
AVIBASE-1ACF5A6E,Circus approximans,Circus approximans,Circus approximans
AVIBASE-811762D2,Circus assimilis,Circus assimilis,Circus assimilis
AVIBASE-07E22FE2,Circus buffoni,Circus buffoni,Circus buffoni
AVIBASE-83DC8765,Circus cinereus,Circus cinereus,Circus cinereus
AVIBASE-F558C7F9,Circus cyaneus,Circus cyaneus,Circus cyaneus
AVIBASE-A091D50A,Circus hudsonius,Circus hudsonius,Circus cyaneus
AVIBASE-C194112D,Circus macrosceles,Circus macrosceles,Circus macrosceles
AVIBASE-22647E26,Circus macrourus,Circus macrourus,Circus macrourus
AVIBASE-02B81454,Circus maillardi,Circus maillardi,Circus maillardi
AVIBASE-A41CD4E7,Circus maurus,Circus maurus,Circus maurus
AVIBASE-1EA96AE1,Circus melanoleucos,Circus melanoleucos,Circus melanoleucos
AVIBASE-63B6412E,Circus pygargus,Circus pygargus,Circus pygargus
AVIBASE-2A2C169B,Circus ranivorus,Circus ranivorus,Circus ranivorus
AVIBASE-A2F048C0,Circus spilonotus,Circus spilonotus,Circus spilonotus
AVIBASE-9D4669E5,Circus spilothorax,Circus spilothorax,Circus spilonotus
AVIBASE-ED4011E9,Cissa chinensis,Cissa chinensis,Cissa chinensis
AVIBASE-63D31D90,Cissa hypoleuca,Cissa hypoleuca,Cissa hypoleuca
AVIBASE-7B4271FE,Cissa jefferyi,Cissa jefferyi,Cissa thalassina
AVIBASE-7DDA43DF,Cissa thalassina,Cissa thalassina,Cissa thalassina
AVIBASE-C86D00F0,Cissomela pectoralis,Cissomela pectoralis,Certhionyx pectoralis
AVIBASE-7766CC3C,Cissopis leverianus,Cissopis leverianus,Cissopis leverianus
AVIBASE-3C79F1AC,Cisticola aberdare,Cisticola aberdare,Cisticola aberdare
AVIBASE-2C8B24B6,Cisticola aberrans,Cisticola aberrans,Cisticola aberrans
AVIBASE-9CE4FC4C,Cisticola angusticauda,Cisticola angusticauda,Cisticola angusticauda
AVIBASE-01CFA60A,Cisticola anonymus,Cisticola anonymus,Cisticola anonymus
AVIBASE-A2C88219,Cisticola aridulus,Cisticola aridulus,Cisticola aridulus
AVIBASE-78573BB2,Cisticola ayresii,Cisticola ayresii,Cisticola ayresii
AVIBASE-4276CE06,Cisticola bailunduensis,Cisticola aberrans,Cisticola aberrans
AVIBASE-F8469E3F,Cisticola bodessa,Cisticola bodessa,Cisticola bodessa
AVIBASE-FBDCA962,Cisticola brachypterus,Cisticola brachypterus,Cisticola brachypterus
AVIBASE-006667E7,Cisticola brunnescens,Cisticola brunnescens,Cisticola brunnescens
AVIBASE-F550D7D6,Cisticola bulliens,Cisticola bulliens,Cisticola bulliens
AVIBASE-6B64558B,Cisticola cantans,Cisticola cantans,Cisticola cantans
AVIBASE-2C6D5362,Cisticola carruthersi,Cisticola carruthersi,Cisticola carruthersi
AVIBASE-84C80AC6,Cisticola cherina,Cisticola cherina,Cisticola cherina
AVIBASE-909FEE8A,Cisticola chiniana,Cisticola chiniana,Cisticola chiniana
AVIBASE-4849AA43,Cisticola chubbi,Cisticola chubbi,Cisticola discolor
AVIBASE-4849AA43,Cisticola chubbi,Cisticola chubbi,Cisticola chubbi
AVIBASE-71F6A3F0,Cisticola cinereolus,Cisticola cinereolus,Cisticola cinereolus
AVIBASE-6F165487,Cisticola cinnamomeus,Cisticola cinnamomeus,Cisticola brunnescens
AVIBASE-9F281377,Cisticola dambo,Cisticola dambo,Cisticola dambo
AVIBASE-47053A35,Cisticola erythrops,Cisticola erythrops,Cisticola erythrops
AVIBASE-7CB5F8B8,Cisticola exilis,Cisticola exilis,Cisticola exilis
AVIBASE-53E61277,Cisticola eximius,Cisticola eximius,Cisticola eximius
AVIBASE-8220168F,Cisticola fulvicapilla,Cisticola fulvicapilla,Cisticola fulvicapilla
AVIBASE-D74437DE,Cisticola galactotes,Cisticola galactotes,Cisticola galactotes
AVIBASE-6078DEED,Cisticola guinea,Cisticola guinea,Cisticola guinea
AVIBASE-E88C0B71,Cisticola haematocephalus,Cisticola haematocephalus,Cisticola galactotes
AVIBASE-C08493AF,Cisticola haesitatus,Cisticola haesitatus,Cisticola haesitatus
AVIBASE-373DCDF4,Cisticola hunteri,Cisticola hunteri,Cisticola hunteri
AVIBASE-AEE2063F,Cisticola juncidis,Cisticola juncidis,Cisticola juncidis
AVIBASE-9AEEFA09,Cisticola lais,Cisticola lais,Cisticola lais
AVIBASE-5A184029,Cisticola lateralis,Cisticola lateralis,Cisticola lateralis
AVIBASE-846B8B31,Cisticola luapula,Cisticola luapula,Cisticola galactotes
AVIBASE-3DF3F9B9,Cisticola lugubris,Cisticola lugubris,Cisticola galactotes
AVIBASE-1DA06308,Cisticola marginatus,Cisticola marginatus,Cisticola galactotes
AVIBASE-388BABD6,Cisticola melanurus,Cisticola melanurus,Cisticola melanurus
AVIBASE-BF29E8B6,Cisticola nana,Cisticola nana,Cisticola nanus
AVIBASE-FB740D14,Cisticola natalensis,Cisticola natalensis,Cisticola natalensis
AVIBASE-9C320DCB,Cisticola nigriloris,Cisticola nigriloris,Cisticola nigriloris
AVIBASE-3B7E808C,Cisticola njombe,Cisticola njombe,Cisticola njombe
AVIBASE-89A3C105,Cisticola pipiens,Cisticola pipiens,Cisticola pipiens
AVIBASE-2E0E6C82,Cisticola restrictus,Cisticola restrictus,Cisticola restrictus
AVIBASE-D3B1A98B,Cisticola robustus,Cisticola robustus,Cisticola robustus
AVIBASE-8338F12F,Cisticola ruficeps,Cisticola ruficeps,Cisticola ruficeps
AVIBASE-F7D5C201,Cisticola rufilatus,Cisticola rufilatus,Cisticola rufilatus
AVIBASE-81851E47,Cisticola rufus,Cisticola rufus,Cisticola rufus
AVIBASE-B7C5BC8D,Cisticola subruficapilla,Cisticola subruficapilla,Cisticola subruficapilla
AVIBASE-F9FA8D6B,Cisticola textrix,Cisticola textrix,Cisticola textrix
AVIBASE-F936B680,Cisticola tinniens,Cisticola tinniens,Cisticola tinniens
AVIBASE-844A290B,Cisticola troglodytes,Cisticola troglodytes,Cisticola troglodytes
AVIBASE-5BD1E605,Cisticola woosnami,Cisticola woosnami,Cisticola woosnami
AVIBASE-E3052D44,Cistothorus apolinari,Cistothorus apolinari,Cistothorus apolinari
AVIBASE-1DEA4AB6,Cistothorus meridae,Cistothorus meridae,Cistothorus meridae
AVIBASE-787E0536,Cistothorus palustris,Cistothorus palustris,Cistothorus palustris
AVIBASE-CB4C1514,Cistothorus platensis,Cistothorus platensis,Cistothorus platensis
AVIBASE-43D33E03,Cistothorus stellaris,Cistothorus stellaris,Cistothorus platensis
AVIBASE-DE53CCF7,Cittura cyanotis,Cittura cyanotis,Cittura cyanotis
AVIBASE-E9901CE9,Cittura sanghirensis,Cittura cyanotis,Cittura cyanotis
AVIBASE-9A90A865,Cladorhynchus leucocephalus,Cladorhynchus leucocephalus,Cladorhynchus leucocephalus
AVIBASE-575C66D2,Clamator coromandus,Clamator coromandus,Clamator coromandus
AVIBASE-3D67C56A,Clamator glandarius,Clamator glandarius,Clamator glandarius
AVIBASE-BF0A0954,Clamator jacobinus,Clamator jacobinus,Clamator jacobinus
AVIBASE-3C8C3A31,Clamator levaillantii,Clamator levaillantii,Clamator levaillantii
AVIBASE-BAC4CA22,Clanga clanga,Clanga clanga,Aquila clanga
AVIBASE-3A985C9F,Clanga hastata,Clanga hastata,Aquila hastata
AVIBASE-C2565B65,Clanga pomarina,Clanga pomarina,Aquila pomarina
AVIBASE-AF0C7BDE,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis
AVIBASE-C4C9F313,Claravis pretiosa,Claravis pretiosa,Claravis pretiosa
AVIBASE-7B91A089,Cleptornis marchei,Cleptornis marchei,Cleptornis marchei
AVIBASE-087A6829,Clibanornis dendrocolaptoides,Clibanornis dendrocolaptoides,Clibanornis dendrocolaptoides
AVIBASE-32B19B18,Clibanornis erythrocephalus,Clibanornis erythrocephalus,Hylocryptus erythrocephalus
AVIBASE-1AC817E2,Clibanornis rectirostris,Clibanornis rectirostris,Hylocryptus rectirostris
AVIBASE-B8BC2370,Clibanornis rubiginosus,Clibanornis rubiginosus,Automolus rubiginosus
AVIBASE-62B3521F,Clibanornis rufipectus,Clibanornis rufipectus,Automolus rubiginosus
AVIBASE-76842795,Climacteris affinis,Climacteris affinis,Climacteris affinis
AVIBASE-DC00AA16,Climacteris erythrops,Climacteris erythrops,Climacteris erythrops
AVIBASE-49F0A05B,Climacteris melanurus,Climacteris melanurus,Climacteris melanurus
AVIBASE-B3CBAA5C,Climacteris picumnus,Climacteris picumnus,Climacteris picumnus
AVIBASE-F0A4903D,Climacteris rufus,Climacteris rufus,Climacteris rufus
AVIBASE-CCA68E33,Clytoceyx rex,Clytoceyx rex,Clytoceyx rex
AVIBASE-D9F447A1,Clytoctantes alixii,Clytoctantes alixii,Clytoctantes alixii
AVIBASE-71F8C8D9,Clytoctantes atrogularis,Clytoctantes atrogularis,Clytoctantes atrogularis
AVIBASE-A8BB091D,Clytolaema rubricauda,Clytolaema rubricauda,Clytolaema rubricauda
AVIBASE-4068F62F,Clytomyias insignis,Clytomyias insignis,Clytomyias insignis
AVIBASE-47604004,Clytorhynchus hamlini,Clytorhynchus hamlini,Clytorhynchus hamlini
AVIBASE-19CB1D6A,Clytorhynchus nigrogularis,Clytorhynchus nigrogularis,Clytorhynchus nigrogularis
AVIBASE-9884A24C,Clytorhynchus pachycephaloides,Clytorhynchus pachycephaloides,Clytorhynchus pachycephaloides
AVIBASE-011A5D07,Clytorhynchus sanctaecrucis,Clytorhynchus sanctaecrucis,Clytorhynchus sanctaecrucis
AVIBASE-9CC45BB1,Clytorhynchus vitiensis,Clytorhynchus vitiensis,Clytorhynchus vitiensis
AVIBASE-BD7558AD,Clytospiza monteiri,Clytospiza monteiri,Clytospiza monteiri
AVIBASE-3BB9E319,Cnemarchus erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius
AVIBASE-CBB9458D,Cnemathraupis aureodorsalis,Cnemathraupis aureodorsalis,Buthraupis aureodorsalis
AVIBASE-5B8B2C85,Cnemathraupis eximia,Cnemathraupis eximia,Buthraupis eximia
AVIBASE-C7F446FC,Cnemophilus loriae,Cnemophilus loriae,Cnemophilus loriae
AVIBASE-BB600C12,Cnemophilus macgregorii,Cnemophilus macgregorii,Cnemophilus macgregorii
AVIBASE-1C650121,Cnemophilus sanguineus,Cnemophilus macgregorii,Cnemophilus macgregorii
AVIBASE-6EF7F8B3,Cnemoscopus chrysogaster,Cnemoscopus rubrirostris,Cnemoscopus rubrirostris
AVIBASE-89047763,Cnemoscopus rubrirostris,Cnemoscopus rubrirostris,Cnemoscopus rubrirostris
AVIBASE-4AB94B00,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus
AVIBASE-8D786D76,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Cnipodectes subbrunneus
AVIBASE-53F7D92C,Cnipodectes superrufus,Cnipodectes superrufus,Cnipodectes superrufus
AVIBASE-95DC125B,Coccopygia bocagei,Coccopygia bocagei,Estrilda melanotis
AVIBASE-7CB6CE7B,Coccopygia melanotis,Coccopygia melanotis,Estrilda melanotis
AVIBASE-B9BE800C,Coccopygia quartinia,Coccopygia quartinia,Estrilda quartinia
AVIBASE-84E1F114,Coccothraustes coccothraustes,Coccothraustes coccothraustes,Coccothraustes coccothraustes
AVIBASE-83A0647B,Coccycua cinerea,Coccycua cinerea,Coccycua cinerea
AVIBASE-07DD8007,Coccycua minuta,Coccycua minuta,Coccycua minuta
AVIBASE-F0677C4B,Coccycua pumila,Coccycua pumila,Coccycua pumila
AVIBASE-0CF12F81,Coccyzus americanus,Coccyzus americanus,Coccyzus americanus
AVIBASE-7390B9DD,Coccyzus bahamensis,Coccyzus merlini,Coccyzus merlini
AVIBASE-41E9F54B,Coccyzus erythropthalmus,Coccyzus erythropthalmus,Coccyzus erythropthalmus
AVIBASE-BBA3CB9A,Coccyzus euleri,Coccyzus euleri,Coccyzus euleri
AVIBASE-8DCC542B,Coccyzus ferrugineus,Coccyzus ferrugineus,Coccyzus ferrugineus
AVIBASE-618790D9,Coccyzus lansbergi,Coccyzus lansbergi,Coccyzus lansbergi
AVIBASE-C6180718,Coccyzus longirostris,Coccyzus longirostris,Coccyzus longirostris
AVIBASE-5426F64E,Coccyzus melacoryphus,Coccyzus melacoryphus,Coccyzus melacoryphus
AVIBASE-107F0A70,Coccyzus merlini,Coccyzus merlini,Coccyzus merlini
AVIBASE-84F096F7,Coccyzus minor,Coccyzus minor,Coccyzus minor
AVIBASE-9580F5D9,Coccyzus pluvialis,Coccyzus pluvialis,Coccyzus pluvialis
AVIBASE-AB5C68F1,Coccyzus rufigularis,Coccyzus rufigularis,Coccyzus rufigularis
AVIBASE-ECDCF2B9,Coccyzus vetula,Coccyzus vetula,Coccyzus vetula
AVIBASE-3B78A0C9,Coccyzus vieilloti,Coccyzus vieilloti,Coccyzus vieilloti
AVIBASE-74368984,Cochlearius cochlearius,Cochlearius cochlearius,Cochlearius cochlearius
AVIBASE-031D861E,Cochoa azurea,Cochoa azurea,Cochoa azurea
AVIBASE-80724C8B,Cochoa beccarii,Cochoa beccarii,Cochoa beccarii
AVIBASE-65A535DA,Cochoa purpurea,Cochoa purpurea,Cochoa purpurea
AVIBASE-D29F7DED,Cochoa viridis,Cochoa viridis,Cochoa viridis
AVIBASE-2FB91850,Coeligena albicaudata,Coeligena violifer,Coeligena violifer
AVIBASE-BABFAFDA,Coeligena bonapartei,Coeligena bonapartei,Coeligena bonapartei
AVIBASE-97D31AA6,Coeligena coeligena,Coeligena coeligena,Coeligena coeligena
AVIBASE-507994F5,Coeligena conradii,Coeligena torquata,Coeligena torquata
AVIBASE-ED9636C0,Coeligena consita,Coeligena bonapartei,Coeligena bonapartei
AVIBASE-019CD871,Coeligena dichroura,Coeligena violifer,Coeligena violifer
AVIBASE-DD97104D,Coeligena eisenmanni,Coeligena torquata,Coeligena torquata
AVIBASE-D58197D4,Coeligena eos,Coeligena bonapartei,Coeligena bonapartei
AVIBASE-F9BD34D8,Coeligena helianthea,Coeligena helianthea,Coeligena helianthea
AVIBASE-3DC76B80,Coeligena inca,Coeligena torquata,Coeligena torquata
AVIBASE-91FF8A0A,Coeligena iris,Coeligena iris,Coeligena iris
AVIBASE-0702D924,Coeligena lutetiae,Coeligena lutetiae,Coeligena lutetiae
AVIBASE-A6DBD3C6,Coeligena orina,Coeligena orina,Coeligena orina
AVIBASE-33D28854,Coeligena osculans,Coeligena violifer,Coeligena violifer
AVIBASE-2954B874,Coeligena phalerata,Coeligena phalerata,Coeligena phalerata
AVIBASE-76079E12,Coeligena prunellei,Coeligena prunellei,Coeligena prunellei
AVIBASE-9FC505EA,Coeligena torquata,Coeligena torquata,Coeligena torquata
AVIBASE-715C54AF,Coeligena violifer,Coeligena violifer,Coeligena violifer
AVIBASE-F2DABE41,Coeligena wilsoni,Coeligena wilsoni,Coeligena wilsoni
AVIBASE-02884D9E,Coenocorypha aucklandica,Coenocorypha aucklandica,Coenocorypha aucklandica
AVIBASE-36D14881,Coenocorypha barrierensis,Coenocorypha barrierensis,Coenocorypha aucklandica
AVIBASE-90E8B13B,Coenocorypha huegeli,Coenocorypha huegeli,Coenocorypha aucklandica
AVIBASE-8DE52990,Coenocorypha iredalei,Coenocorypha iredalei,Coenocorypha aucklandica
AVIBASE-168E3626,Coenocorypha pusilla,Coenocorypha pusilla,Coenocorypha pusilla
AVIBASE-B78F2D6F,Coereba flaveola,Coereba flaveola,Coereba flaveola
AVIBASE-42E38A6B,Colaptes aeruginosus,Colaptes rubiginosus,Colaptes rubiginosus
AVIBASE-29FF56E1,Colaptes atriceps,Colaptes rivolii,Colaptes rivolii
AVIBASE-86BE1BA3,Colaptes atricollis,Colaptes atricollis,Colaptes atricollis
AVIBASE-75600969,Colaptes auratus,Colaptes auratus,Colaptes auratus
AVIBASE-161DCA9C,Colaptes auricularis,Colaptes auricularis,Colaptes auricularis
AVIBASE-6CC34F06,Colaptes cafer,Colaptes auratus,Colaptes auratus
AVIBASE-CBDC85D8,Colaptes campestris,Colaptes campestris,Colaptes campestris
AVIBASE-DCCAFFC3,Colaptes campestroides,Colaptes campestris,Colaptes campestris
AVIBASE-28E5D551,Colaptes chrysoides,Colaptes chrysoides,Colaptes chrysoides
AVIBASE-B91D38FA,Colaptes cinereicapillus,Colaptes rupicola,Colaptes rupicola
AVIBASE-B4C26D42,Colaptes fernandinae,Colaptes fernandinae,Colaptes fernandinae
AVIBASE-E8A005B9,Colaptes melanochloros,Colaptes melanochloros,Colaptes melanochloros
AVIBASE-A365E867,Colaptes melanolaimus,Colaptes melanochloros,Colaptes melanochloros
AVIBASE-1661C375,Colaptes mexicanoides,Colaptes auratus,Colaptes auratus
AVIBASE-F5BEB645,Colaptes pitius,Colaptes pitius,Colaptes pitius
AVIBASE-897E43C8,Colaptes punctigula,Colaptes punctigula,Colaptes punctigula
AVIBASE-051C102A,Colaptes rivolii,Colaptes rivolii,Colaptes rivolii
AVIBASE-1161239F,Colaptes rubiginosus,Colaptes rubiginosus,Colaptes rubiginosus
AVIBASE-B9C09C4C,Colaptes rupicola,Colaptes rupicola,Colaptes rupicola
AVIBASE-51F7C361,Colibri coruscans,Colibri coruscans,Colibri coruscans
AVIBASE-A76C26A1,Colibri delphinae,Colibri delphinae,Colibri delphinae
AVIBASE-5C5475AC,Colibri serrirostris,Colibri serrirostris,Colibri serrirostris
AVIBASE-94CB63F7,Colibri thalassinus,Colibri cyanotus,Colibri thalassinus
AVIBASE-B9BA2058,Colibri thalassinus,Colibri thalassinus,Colibri thalassinus
AVIBASE-5C8A2A0C,Colinus cristatus,Colinus cristatus,Colinus cristatus
AVIBASE-E1CB174C,Colinus leucopogon,Colinus cristatus,Colinus leucopogon
AVIBASE-2F9C259A,Colinus nigrogularis,Colinus nigrogularis,Colinus nigrogularis
AVIBASE-91CCBC71,Colinus virginianus,Colinus virginianus,Colinus virginianus
AVIBASE-A7746907,Colius castanotus,Colius castanotus,Colius castanotus
AVIBASE-CFDC57C6,Colius colius,Colius colius,Colius colius
AVIBASE-ADDB3611,Colius leucocephalus,Colius leucocephalus,Colius leucocephalus
AVIBASE-1FDDABDB,Colius striatus,Colius striatus,Colius striatus
AVIBASE-4603DB3F,Collocalia esculenta,Collocalia esculenta,Collocalia esculenta
AVIBASE-4BA9A5D1,Collocalia linchi,Collocalia linchi,Collocalia linchi
AVIBASE-2BC9E234,Collocalia troglodytes,Collocalia troglodytes,Collocalia troglodytes
AVIBASE-DBCC8B86,Colluricincla boweri,Colluricincla boweri,Colluricincla boweri
AVIBASE-AD4D85BB,Colluricincla harmonica,Colluricincla harmonica,Colluricincla harmonica
AVIBASE-4DE518C6,Colluricincla megarhyncha,Colluricincla megarhyncha,Colluricincla megarhyncha
AVIBASE-E33D682E,Colluricincla megarhyncha,Colluricincla rufogaster,Colluricincla megarhyncha
AVIBASE-AEFFC7E6,Colluricincla megarhyncha,NA,Colluricincla megarhyncha
AVIBASE-F64EC7D0,Colluricincla tenebrosa,Colluricincla tenebrosa,Colluricincla umbrina
AVIBASE-8A05845F,Colluricincla woodwardi,Colluricincla woodwardi,Colluricincla woodwardi
AVIBASE-3EB54C47,Colonia colonus,Colonia colonus,Colonia colonus
AVIBASE-BB5C6141,Colorhamphus parvirostris,Colorhamphus parvirostris,Colorhamphus parvirostris
AVIBASE-A1B9BB88,Columba albinucha,Columba albinucha,Columba albinucha
AVIBASE-DD7C4C78,Columba albitorques,Columba albitorques,Columba albitorques
AVIBASE-036DC7FC,Columba argentina,Columba argentina,Columba argentina
AVIBASE-EEDB8253,Columba arquatrix,Columba arquatrix,Columba arquatrix
AVIBASE-1ED914E6,Columba bollii,Columba bollii,Columba bollii
AVIBASE-870E4DDA,Columba delegorguei,Columba delegorguei,Columba delegorguei
AVIBASE-5813ADBE,Columba elphinstonii,Columba elphinstonii,Columba elphinstonii
AVIBASE-38AA824B,Columba eversmanni,Columba eversmanni,Columba eversmanni
AVIBASE-A6EA9F02,Columba guinea,Columba guinea,Columba guinea
AVIBASE-3503F769,Columba hodgsonii,Columba hodgsonii,Columba hodgsonii
AVIBASE-3FC9BA60,Columba iriditorques,Columba iriditorques,Columba iriditorques
AVIBASE-E2209F71,Columba janthina,Columba janthina,Columba janthina
AVIBASE-396E6311,Columba junoniae,Columba junoniae,Columba junoniae
AVIBASE-8F3CF81A,Columba leucomela,Columba leucomela,Columba leucomela
AVIBASE-F5750571,Columba leuconota,Columba leuconota,Columba leuconota
AVIBASE-BBA263C2,Columba livia,Columba livia,Columba livia
AVIBASE-E6393B15,Columba malherbii,Columba malherbii,Columba malherbii
AVIBASE-68E4C0D1,Columba oenas,Columba oenas,Columba oenas
AVIBASE-37B66CCF,Columba oliviae,Columba oliviae,Columba oliviae
AVIBASE-3C0E1CD4,Columba pallidiceps,Columba pallidiceps,Columba pallidiceps
AVIBASE-95059E5A,Columba palumboides,Columba palumboides,Columba palumboides
AVIBASE-760F307A,Columba palumbus,Columba palumbus,Columba palumbus
AVIBASE-05BBFC8E,Columba pollenii,Columba pollenii,Columba pollenii
AVIBASE-6E814856,Columba pulchricollis,Columba pulchricollis,Columba pulchricollis
AVIBASE-D5C3E9C9,Columba punicea,Columba punicea,Columba punicea
AVIBASE-BF20B94D,Columba rupestris,Columba rupestris,Columba rupestris
AVIBASE-757ABA94,Columba sjostedti,Columba sjostedti,Columba sjostedti
AVIBASE-8288E54D,Columba thomensis,Columba thomensis,Columba thomensis
AVIBASE-EEEDA1B2,Columba torringtoniae,Columba torringtoniae,Columba torringtoniae
AVIBASE-BAAC66AF,Columba trocaz,Columba trocaz,Columba trocaz
AVIBASE-1A145C89,Columba unicincta,Columba unicincta,Columba unicincta
AVIBASE-CE7203C7,Columba vitiensis,Columba vitiensis,Columba vitiensis
AVIBASE-19BFB346,Columbina buckleyi,Columbina buckleyi,Columbina buckleyi
AVIBASE-E981792A,Columbina cruziana,Columbina cruziana,Columbina cruziana
AVIBASE-C6FA453A,Columbina cyanopis,Columbina cyanopis,Columbina cyanopis
AVIBASE-BFE74235,Columbina inca,Columbina inca,Columbina inca
AVIBASE-37691FA2,Columbina minuta,Columbina minuta,Columbina minuta
AVIBASE-F9AED548,Columbina passerina,Columbina passerina,Columbina passerina
AVIBASE-C5E145EC,Columbina picui,Columbina picui,Columbina picui
AVIBASE-26085D75,Columbina squammata,Columbina squammata,Columbina squammata
AVIBASE-ADD11A5F,Columbina talpacoti,Columbina talpacoti,Columbina talpacoti
AVIBASE-DCEDEBC4,Compsothraupis loricata,Compsothraupis loricata,Compsothraupis loricata
AVIBASE-65DFFBD4,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Conioptilon mcilhennyi
AVIBASE-6FA6ED40,Conirostrum albifrons,Conirostrum albifrons,Conirostrum albifrons
AVIBASE-FA9420B4,Conirostrum bicolor,Conirostrum bicolor,Conirostrum bicolor
AVIBASE-9529362D,Conirostrum binghami,Conirostrum binghami,Oreomanes fraseri
